AvgStoryQ	MinStoryQ	MinCosSim	MinVariance	CCAMatchCount	CCAArtMatchRatio	CCAAvgMatchWgt	CCAAvgCosSim	ConceptCosSim	EntityCosSim	KeywordCosSim	ConceptJaccardSim	EntityJaccardSim	KeywordJaccardSim	TimeDiff	CoreTimeDiff	ExtractedDateJaccardSim	MatchingDateCount	MatchingDateRatio	CategorySim	HasSameLocation	DummyVar	ShouldMerge	Language pair
c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	d	string
																						class	meta
10.000	7.000	0.644	0.583	13.000	0.188	18.077	0.620	0.001	0.004	0.000	0.020	0.053	0.000	24.767	33.633	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
9.500	5.000	0.403	0.297	6.000	0.041	40.500	0.410	0.004	0.000	0.005	0.016	0.000	0.023	31.088	33.750	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
14.000	5.000	0.424	0.056	9.000	0.114	83.556	0.829	0.600	0.414	0.637	0.133	0.088	0.171	12.423	10.517	0.000	0.000	0.000	0.000	?	1.000	yes	eng-eng	
21.500	11.000	0.555	0.451	26.000	0.097	57.846	0.634	0.284	0.942	0.135	0.120	0.200	0.091	1.491	0.867	?	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
36.000	30.000	0.806	0.245	50.000	0.435	96.020	0.898	0.626	0.702	0.594	0.483	0.529	0.463	0.879	0.400	0.444	1.000	0.583	0.000	1.000	1.000	yes	deu-deu	
24.000	21.000	0.784	0.369	22.000	0.224	82.636	0.841	0.638	0.789	0.589	0.333	0.333	0.333	4.854	1.467	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
11.500	7.000	0.377	0.226	0.000	0.000	0.000	0.000	0.003	0.000	0.004	0.023	0.000	0.034	35.214	18.767	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
17.500	14.000	0.494	0.020	22.000	0.306	93.591	0.893	0.557	0.698	0.463	0.273	0.318	0.250	4.713	5.017	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
12.000	8.000	0.451	0.293	44.000	0.303	85.818	0.666	0.324	0.578	0.155	0.135	0.242	0.071	108.856	17.717	0.000	0.000	0.000	0.000	?	1.000	yes	eng-spa	
8.500	5.000	0.413	0.257	19.000	0.221	80.947	0.683	0.808	0.864	0.748	0.427	0.425	0.429	13.651	13.533	?	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
41.500	35.000	0.867	0.076	0.000	0.000	0.000	0.000	0.033	0.000	0.040	0.042	0.000	0.053	102.475	38.500	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
10.000	8.000	0.441	0.234	11.000	0.092	19.455	0.662	0.002	0.002	0.002	0.022	0.026	0.019	101.111	186.333	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
11.000	7.000	0.409	0.280	84.000	0.300	47.952	0.719	0.511	0.782	0.444	0.208	0.421	0.132	2.737	0.583	0.000	0.000	0.000	0.000	1.000	1.000	no	eng-spa	
10.000	7.000	0.438	0.308	4.000	0.021	43.750	0.508	0.044	0.160	0.006	0.024	0.038	0.017	158.670	64.117	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
38.500	36.000	0.896	0.139	0.000	0.000	0.000	0.000	0.675	0.131	0.789	0.200	0.059	0.256	16.800	18.650	?	0.000	0.000	0.000	?	1.000	no	spa-spa	
18.500	16.000	0.684	0.490	11.000	0.075	87.091	0.736	0.102	0.009	0.119	0.103	0.040	0.132	62.189	52.267	?	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
24.000	17.000	0.564	0.092	26.000	0.211	78.577	0.872	0.896	0.936	0.875	0.455	0.286	0.579	40.034	12.917	?	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
6.500	6.000	0.386	0.336	4.000	0.029	71.000	0.655	0.513	0.426	0.541	0.176	0.154	0.200	34.739	0.367	?	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
6.000	6.000	0.417	0.312	8.000	0.229	83.250	0.716	0.647	0.750	0.607	0.357	0.385	0.333	32.810	28.433	?	0.000	0.000	0.000	0.000	1.000	yes	deu-deu	
12.500	10.000	0.504	0.246	20.000	0.299	84.450	0.791	0.677	0.795	0.522	0.218	0.353	0.132	11.748	0.233	?	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
24.000	12.000	0.674	0.239	6.000	0.057	78.833	0.833	0.416	0.814	0.255	0.217	0.242	0.200	16.838	25.100	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
9.000	6.000	0.423	0.263	9.000	0.042	23.444	0.728	0.079	0.080	0.080	0.017	0.018	0.017	418.831	5.183	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
7.000	7.000	0.383	0.294	4.000	0.050	74.000	0.586	0.717	0.919	0.311	0.178	0.283	0.091	22.588	124.567	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
23.000	18.000	0.565	0.014	36.000	0.283	97.722	0.920	0.905	0.973	0.879	0.820	0.824	0.818	6.914	1.183	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
16.500	14.000	0.418	0.325	23.000	0.230	87.739	0.704	0.193	0.557	0.004	0.072	0.231	0.036	10.513	17.150	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
10.000	10.000	0.463	0.215	15.000	0.288	88.067	0.800	0.812	0.766	0.819	0.370	0.244	0.500	1.793	4.900	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
6.000	5.000	0.390	0.296	11.000	0.107	83.455	0.620	0.544	0.696	0.527	0.258	0.278	0.250	60.506	105.800	0.000	0.000	0.000	0.000	?	1.000	yes	spa-spa	
17.500	12.000	0.562	0.081	40.000	0.667	77.300	0.852	0.934	0.985	0.909	0.419	0.857	0.292	4.248	0.800	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
19.500	13.000	0.559	0.183	28.000	0.459	81.143	0.858	0.623	0.752	0.528	0.291	0.186	0.395	16.418	1.333	0.000	0.000	0.000	1.000	?	1.000	yes	eng-eng	
15.000	7.000	0.457	0.065	13.000	0.111	26.077	0.823	0.043	0.098	0.002	0.036	0.074	0.018	65.948	7.833	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
8.000	4.000	0.378	0.203	12.000	0.114	79.083	0.752	0.455	0.617	0.267	0.140	0.190	0.111	0.743	3.017	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-spa	
17.500	12.000	0.499	0.237	28.000	0.219	89.250	0.757	0.865	0.929	0.846	0.483	0.368	0.538	14.925	12.150	?	0.000	0.000	1.000	0.000	1.000	yes	eng-eng	
7.000	5.000	0.448	0.400	8.000	0.138	39.000	0.751	0.028	0.000	0.049	0.024	0.040	0.017	28.147	48.717	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
17.000	12.000	0.556	0.135	11.000	0.102	54.364	0.836	0.117	0.289	0.079	0.130	0.222	0.071	31.554	51.850	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
12.500	5.000	0.428	0.095	0.000	0.000	0.000	0.000	0.020	0.000	0.034	0.015	0.000	0.023	7.742	7.233	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
9.000	5.000	0.372	0.248	1.000	0.006	39.000	0.722	0.005	0.000	0.009	0.035	0.000	0.043	19.676	6.450	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
12.500	12.000	0.431	0.227	4.000	0.022	42.750	0.578	0.052	0.112	0.001	0.025	0.031	0.020	8.552	11.433	?	0.000	0.000	0.000	1.000	1.000	no	eng-spa	
12.500	12.000	0.612	0.215	21.000	0.304	92.952	0.828	0.974	0.990	0.963	0.688	0.500	0.765	6.580	4.567	?	0.000	0.000	0.000	?	1.000	yes	spa-spa	
26.000	15.000	0.560	0.058	59.000	0.203	91.407	0.916	0.396	0.580	0.164	0.250	0.455	0.077	14.089	37.817	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
5.000	5.000	0.434	0.312	7.000	0.070	73.143	0.662	0.046	0.000	0.080	0.009	0.000	0.017	10.603	10.333	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
9.500	4.000	0.377	0.226	15.000	0.224	30.400	0.656	0.000	0.000	0.000	0.000	0.000	0.000	27.258	15.550	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
53.500	50.000	0.956	0.045	18.000	0.327	98.722	0.973	0.955	0.933	0.968	0.951	1.000	0.935	5.350	0.450	?	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
33.500	15.000	0.641	0.087	37.000	0.398	95.838	0.895	0.662	0.826	0.616	0.563	0.905	0.395	8.504	1.367	0.000	0.000	0.000	1.000	1.000	1.000	yes	eng-eng	
15.500	6.000	0.374	0.029	10.000	0.074	81.600	0.806	0.576	0.717	0.417	0.250	0.267	0.242	99.638	7.033	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
7.500	6.000	0.389	0.304	25.000	0.329	87.680	0.636	0.544	0.225	0.577	0.222	0.308	0.200	30.413	22.300	0.000	0.000	0.000	0.000	?	1.000	yes	spa-spa	
23.000	22.000	0.653	0.061	47.000	0.299	89.277	0.933	0.640	0.436	0.693	0.275	0.235	0.294	26.625	33.633	?	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
12.000	7.000	0.456	0.292	15.000	0.134	49.067	0.695	0.062	0.463	0.000	0.025	0.095	0.000	28.713	257.633	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
20.500	11.000	0.515	0.063	26.000	0.236	94.692	0.904	0.767	0.849	0.729	0.471	0.344	0.579	14.999	5.300	0.000	0.000	0.000	0.000	?	1.000	yes	eng-eng	
14.000	11.000	0.475	0.204	9.000	0.035	81.889	0.673	0.490	0.447	0.549	0.280	0.294	0.268	20.686	23.933	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
19.500	9.000	0.528	0.058	23.000	0.235	90.957	0.827	0.738	0.783	0.668	0.360	0.571	0.278	15.719	0.733	0.000	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
18.500	13.000	0.555	0.192	18.000	0.383	76.167	0.863	0.291	0.352	0.266	0.111	0.121	0.104	19.397	6.317	?	0.000	0.000	0.000	?	1.000	yes	eng-eng	
10.500	7.000	0.419	0.220	24.000	0.304	90.167	0.862	0.898	0.957	0.894	0.315	0.833	0.250	19.396	1.883	?	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
12.500	5.000	0.458	0.258	18.000	0.277	84.833	0.750	0.750	0.595	0.779	0.440	0.462	0.432	12.170	5.717	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
14.000	12.000	0.427	0.215	42.000	0.263	74.738	0.721	0.427	0.695	0.251	0.152	0.243	0.091	167.997	0.600	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
27.000	25.000	0.621	0.091	16.000	0.080	34.313	0.921	0.141	0.278	0.095	0.109	0.300	0.056	24.479	1.233	0.000	0.000	0.000	0.000	?	1.000	yes	deu-spa	
15.000	12.000	0.531	0.163	34.000	0.309	92.853	0.864	0.815	0.902	0.766	0.466	0.424	0.500	31.235	5.583	?	0.000	0.000	0.000	1.000	1.000	yes	spa-spa	
18.000	17.000	0.552	0.014	31.000	0.449	66.194	0.932	0.534	0.621	0.449	0.216	0.270	0.162	1.071	1.750	?	0.000	0.000	0.000	?	1.000	yes	deu-eng	
20.000	19.000	0.724	0.396	40.000	0.268	85.425	0.787	0.667	0.315	0.700	0.313	0.217	0.364	25.621	7.667	0.000	0.000	0.000	0.000	0.000	1.000	yes	spa-spa	
8.000	7.000	0.439	0.262	18.000	0.194	58.222	0.666	0.038	0.119	0.016	0.064	0.150	0.034	59.590	3.700	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
18.000	12.000	0.473	0.168	54.000	0.255	84.556	0.774	0.801	0.908	0.740	0.408	0.429	0.395	14.604	18.350	?	0.000	0.000	0.000	0.000	1.000	yes	deu-deu	
22.000	17.000	0.561	0.099	42.000	0.205	40.071	0.778	0.401	0.741	0.184	0.188	0.300	0.136	7.724	4.950	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
14.000	13.000	0.588	0.404	20.000	0.202	91.400	0.696	0.839	0.912	0.799	0.420	0.447	0.395	0.330	3.550	1.000	1.000	1.000	0.000	1.000	1.000	yes	spa-spa	
29.000	17.000	0.741	0.209	26.000	0.426	98.846	0.948	0.912	0.978	0.890	0.783	0.571	0.875	0.621	2.483	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
21.000	9.000	0.511	0.361	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	273.204	0.633	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
8.500	7.000	0.426	0.318	10.000	0.067	30.600	0.632	0.261	0.455	0.226	0.120	0.100	0.132	91.427	49.533	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
10.000	10.000	0.655	0.469	6.000	0.429	98.500	0.907	0.980	0.972	0.982	0.620	0.400	0.714	23.493	25.117	0.000	0.000	0.000	0.000	?	1.000	yes	deu-deu	
14.500	4.000	0.370	0.069	0.000	0.000	0.000	0.000	0.014	0.095	0.000	0.013	0.059	0.000	5.271	19.833	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
11.500	9.000	0.527	0.132	12.000	0.286	98.667	0.932	0.914	0.948	0.908	0.604	0.316	0.765	5.360	13.150	?	0.000	0.000	0.000	0.000	1.000	yes	deu-deu	
6.000	6.000	0.393	0.282	8.000	0.066	21.000	0.637	0.037	0.007	0.050	0.036	0.019	0.053	54.457	71.267	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
25.500	22.000	0.631	0.050	1.000	0.009	10.000	0.889	0.000	0.000	0.000	0.016	0.000	0.022	302.504	844.883	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
12.000	5.000	0.395	0.322	8.000	0.086	59.375	0.493	0.030	0.025	0.035	0.065	0.056	0.071	6.079	26.067	1.000	1.000	1.000	0.000	?	1.000	no	deu-eng	
15.000	11.000	0.505	0.121	21.000	0.309	82.524	0.855	0.753	0.984	0.638	0.411	0.583	0.364	10.256	3.950	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
8.500	8.000	0.445	0.243	4.000	0.040	30.000	0.668	0.110	0.036	0.164	0.045	0.056	0.034	14.394	1.050	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
13.000	7.000	0.526	0.133	5.000	0.057	81.800	0.832	0.446	0.591	0.163	0.182	0.364	0.045	19.032	27.300	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
14.500	11.000	0.631	0.462	48.000	0.218	65.792	0.712	0.224	0.831	0.146	0.104	0.136	0.091	101.425	1.500	?	0.000	0.000	0.000	?	1.000	yes	deu-eng	
20.500	18.000	0.580	0.161	43.000	0.413	97.116	0.875	0.915	0.927	0.910	0.592	0.769	0.528	26.185	43.333	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
20.500	8.000	0.422	0.026	30.000	0.125	45.700	0.783	0.091	0.243	0.017	0.089	0.235	0.026	267.978	6.483	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
19.000	7.000	0.431	0.194	17.000	0.250	90.882	0.823	0.510	0.827	0.444	0.130	0.400	0.068	26.539	183.850	?	0.000	0.000	0.000	1.000	1.000	yes	deu-deu	
22.000	4.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	0.000	0.000	0.000	0.000	?	1.000	yes	-eng	
25.500	11.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	0.000	0.000	0.000	0.000	?	1.000	yes	-eng	
11.000	11.000	0.313	0.401	1465.000	0.837	78.323	0.492	0.928	0.949	0.919	0.644	0.622	0.667	12.477	21.183	0.619	1.000	0.789	0.000	1.000	1.000	yes	eng-eng	
25.500	11.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	0.000	0.000	0.000	0.000	?	1.000	yes	-eng	
10.500	10.000	0.315	0.386	143.000	0.208	88.594	0.562	0.835	0.914	0.805	0.558	0.579	0.538	2.867	7.083	0.750	1.000	0.750	0.000	1.000	1.000	yes	eng-eng	
25.500	11.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	0.000	0.000	0.000	0.000	?	1.000	yes	-eng	
40.000	40.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	yes	-	
8.000	5.000	0.315	0.347	3.000	0.030	66.000	0.418	0.481	0.631	0.379	0.224	0.395	0.091	6.591	1.450	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
22.500	5.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	yes	-eng	
19.500	14.000	0.369	0.262	1.000	0.001	81.000	0.531	0.529	0.483	0.560	0.312	0.323	0.304	16.812	21.917	0.444	1.000	0.425	0.000	0.000	1.000	no	eng-eng	
19.000	13.000	0.406	0.262	0.000	0.000	0.000	0.000	0.121	0.045	0.144	0.173	0.077	0.224	19.337	19.433	0.625	2.000	0.625	0.000	?	1.000	no	eng-eng	
18.500	12.000	0.435	0.262	0.000	0.000	0.000	0.000	0.391	0.380	0.396	0.294	0.250	0.333	19.758	25.217	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
17.500	10.000	0.385	0.262	0.000	0.000	0.000	0.000	0.318	0.163	0.374	0.244	0.194	0.277	15.714	26.083	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
18.500	12.000	0.370	0.262	0.000	0.000	0.000	0.000	0.467	0.301	0.532	0.359	0.353	0.364	18.674	30.317	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
20.000	15.000	0.483	0.262	0.000	0.000	0.000	0.000	0.488	0.347	0.546	0.306	0.214	0.395	11.478	12.033	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
20.000	15.000	0.488	0.221	0.000	0.000	0.000	0.000	0.356	0.254	0.397	0.191	0.179	0.200	232.899	30.083	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-zho	
21.500	18.000	0.403	0.262	2.000	0.002	83.000	0.411	0.508	0.389	0.555	0.298	0.256	0.333	14.654	25.867	0.400	2.000	0.417	0.000	0.000	1.000	no	eng-eng	
21.500	18.000	0.442	0.262	0.000	0.000	0.000	0.000	0.382	0.159	0.452	0.215	0.161	0.250	6.929	16.633	0.500	1.000	0.625	0.000	0.000	1.000	no	eng-eng	
23.500	22.000	0.475	0.262	0.000	0.000	0.000	0.000	0.524	0.421	0.568	0.341	0.282	0.395	21.030	20.417	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
18.500	15.000	0.475	0.267	41.000	0.126	91.659	0.707	0.903	0.925	0.895	0.566	0.513	0.622	9.552	8.383	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
19.500	17.000	0.475	0.273	37.000	0.079	90.568	0.698	0.868	0.872	0.868	0.520	0.543	0.500	9.461	12.650	1.000	1.000	1.000	0.000	1.000	1.000	yes	eng-eng	
20.000	18.000	0.403	0.274	53.000	0.057	87.717	0.624	0.865	0.889	0.858	0.539	0.541	0.538	6.376	5.450	0.750	1.000	0.833	0.000	1.000	1.000	yes	eng-eng	
19.000	16.000	0.475	0.171	40.000	0.276	96.875	0.803	0.847	0.911	0.822	0.560	0.727	0.429	8.466	3.600	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
15.500	9.000	0.435	0.274	14.000	0.089	85.500	0.637	0.857	0.871	0.855	0.487	0.439	0.538	26.046	19.083	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
17.000	12.000	0.370	0.274	64.000	0.086	71.375	0.602	0.765	0.824	0.745	0.425	0.459	0.395	2.356	9.900	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
18.000	14.000	0.448	0.274	0.000	0.000	0.000	0.000	0.788	0.669	0.830	0.438	0.410	0.463	26.575	19.083	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
17.500	13.000	0.462	0.274	23.000	0.061	84.478	0.628	0.585	0.880	0.458	0.325	0.400	0.277	8.719	12.083	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
15.500	9.000	0.475	0.272	9.000	0.054	89.222	0.763	0.478	0.684	0.381	0.280	0.372	0.200	14.813	0.217	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
17.000	12.000	0.475	0.226	7.000	0.040	92.143	0.743	0.774	0.723	0.793	0.405	0.378	0.429	12.823	18.850	1.000	1.000	1.000	0.000	1.000	1.000	yes	eng-eng	
18.500	15.000	0.475	0.190	3.000	0.018	93.667	0.800	0.674	0.662	0.679	0.313	0.256	0.364	22.982	23.100	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
18.000	14.000	0.475	0.200	6.000	0.036	91.333	0.570	0.753	0.647	0.804	0.405	0.375	0.429	26.849	25.533	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
36.500	31.000	0.481	0.095	36.000	0.104	90.472	0.776	0.784	0.837	0.739	0.542	0.594	0.500	1.850	7.167	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
22.000	21.000	0.486	0.186	0.000	0.000	0.000	0.000	0.285	0.277	0.290	0.152	0.174	0.132	50.595	37.100	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
22.000	21.000	0.523	0.212	0.000	0.000	0.000	0.000	0.236	0.211	0.269	0.101	0.140	0.071	523.087	531.083	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
35.000	32.000	0.545	0.200	85.000	0.102	65.365	0.789	0.445	0.501	0.450	0.314	0.559	0.154	6.644	0.667	0.714	1.000	0.750	0.000	1.000	1.000	yes	eng-spa	
19.000	18.000	0.377	0.219	0.000	0.000	0.000	0.000	0.056	0.213	0.005	0.085	0.167	0.034	146.498	145.633	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
32.500	8.000	0.408	0.296	75.000	0.431	86.347	0.666	0.793	0.836	0.766	0.337	0.341	0.333	44.842	34.152	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
33.500	32.000	0.583	0.071	0.000	0.000	0.000	0.000	0.052	0.090	0.026	0.071	0.125	0.034	12.640	6.750	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
34.500	34.000	0.744	0.306	20.000	0.068	95.400	0.774	0.554	0.775	0.468	0.319	0.395	0.250	3.249	2.050	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
72.500	50.000	0.913	0.082	0.000	0.000	0.000	0.000	0.262	0.449	0.126	0.162	0.279	0.071	8.536	5.217	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
20.500	20.000	0.434	0.186	0.000	0.000	0.000	0.000	0.007	0.002	0.009	0.028	0.021	0.034	2.363	66.383	0.000	0.000	0.000	0.000	?	1.000	no	eng-eng	
24.000	24.000	0.659	0.065	84.000	0.241	91.393	0.841	0.528	0.808	0.377	0.379	0.622	0.200	4.355	0.667	0.500	1.000	0.667	0.000	0.000	1.000	yes	eng-eng	
33.000	26.000	0.617	0.120	0.000	0.000	0.000	0.000	0.072	0.147	0.004	0.058	0.120	0.023	36.439	35.717	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
23.000	21.000	0.480	0.110	0.000	0.000	0.000	0.000	0.176	0.120	0.198	0.103	0.161	0.071	1.390	21.150	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
44.000	43.000	0.659	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.630	31.067	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
9.000	8.000	0.393	0.323	12.000	0.033	30.167	0.640	0.122	0.195	0.086	0.126	0.191	0.071	5.599	3.133	?	0.000	0.000	0.000	?	1.000	no	deu-eng	
27.500	22.000	0.447	0.173	0.000	0.000	0.000	0.000	0.278	0.267	0.289	0.200	0.250	0.154	9.037	0.883	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
17.000	13.000	0.460	0.280	1.000	0.003	79.000	0.780	0.075	0.164	0.046	0.068	0.111	0.034	69.446	61.050	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
22.500	22.000	0.650	0.445	89.000	0.150	60.876	0.717	0.292	0.564	0.169	0.191	0.268	0.132	13.282	0.267	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
20.000	7.000	0.425	0.008	5.000	0.035	87.000	0.777	0.426	0.547	0.339	0.214	0.311	0.132	3.217	1.800	1.000	1.000	1.000	0.000	?	1.000	yes	eng-eng	
29.500	27.000	0.558	0.067	0.000	0.000	0.000	0.000	0.066	0.106	0.038	0.050	0.057	0.044	6.947	10.250	?	0.000	0.000	0.000	1.000	1.000	no	deu-zho	
25.500	24.000	0.640	0.153	0.000	0.000	0.000	0.000	0.099	0.117	0.097	0.047	0.074	0.034	1.741	10.267	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
61.500	58.000	0.951	0.029	0.000	0.000	0.000	0.000	0.017	0.049	0.000	0.040	0.100	0.000	193.743	197.317	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
17.000	13.000	0.440	0.165	10.000	0.044	47.400	0.760	0.309	0.494	0.250	0.193	0.324	0.111	0.945	5.783	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
28.500	28.000	0.589	0.122	39.000	0.273	89.795	0.892	0.840	0.891	0.822	0.672	0.680	0.667	4.457	5.950	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
28.000	23.000	0.585	0.040	4.000	0.035	88.750	0.774	0.523	0.391	0.562	0.333	0.240	0.395	9.911	2.717	0.972	1.000	0.969	0.000	0.000	1.000	yes	eng-eng	
21.500	18.000	0.485	0.232	0.000	0.000	0.000	0.000	0.015	0.000	0.025	0.056	0.029	0.071	0.736	3.383	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
23.500	22.000	0.503	0.193	0.000	0.000	0.000	0.000	0.024	0.011	0.049	0.034	0.034	0.034	29.902	34.050	0.000	0.000	0.000	0.000	?	1.000	no	eng-eng	
28.000	26.000	0.571	0.117	51.000	0.198	90.608	0.839	0.915	0.962	0.896	0.356	0.381	0.342	6.945	2.900	0.000	0.000	0.000	0.000	?	1.000	yes	eng-eng	
25.000	11.000	0.405	0.186	0.000	0.000	0.000	0.000	0.039	0.122	0.000	0.015	0.059	0.000	130.582	128.183	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
34.000	23.000	0.611	0.017	0.000	0.000	0.000	0.000	0.280	0.483	0.166	0.167	0.268	0.091	1.277	0.133	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
36.500	29.000	0.729	0.158	51.000	0.347	68.353	0.845	0.296	0.649	0.124	0.232	0.464	0.111	5.258	1.500	0.933	1.000	0.958	0.000	?	1.000	yes	eng-spa	
41.500	40.000	0.767	0.158	20.000	0.044	60.700	0.834	0.085	0.218	0.059	0.053	0.111	0.034	5.631	4.883	1.000	1.000	1.000	0.000	?	1.000	yes	eng-spa	
60.000	49.000	0.873	0.036	0.000	0.000	0.000	0.000	0.027	0.091	0.000	0.024	0.083	0.000	0.341	2.283	?	0.000	0.000	0.000	0.000	1.000	no	eng-eng	
38.500	32.000	0.766	0.203	8.000	0.105	90.625	0.834	0.346	0.458	0.306	0.205	0.400	0.132	22.005	30.133	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
27.000	14.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-zho	
